"GOV","obsTime","TOTALTAX","TAX","propValue"
"FED",1984,410223,"Taxes on Service and Goods",11.8647662369004
"FED",1985,450563,"Taxes on Service and Goods",10.6593306596414
"FED",1986,465419,"Taxes on Service and Goods",9.91214368128503
"FED",1987,531588,"Taxes on Service and Goods",8.90990767285943
"FED",1988,554841,"Taxes on Service and Goods",9.2954558152696
"FED",1989,608276,"Taxes on Service and Goods",8.2521749995068
"FED",1990,632160,"Taxes on Service and Goods",8.05365730194887
"FED",1991,628116,"Taxes on Service and Goods",9.83337472696126
"FED",1992,656705,"Taxes on Service and Goods",9.63826984719166
"FED",1993,712171,"Taxes on Service and Goods",9.31770600038474
"FED",1994,778571,"Taxes on Service and Goods",10.1449964100898
"FED",1995,840645,"Taxes on Service and Goods",8.987503643036
"FED",1996,934446,"Taxes on Service and Goods",7.79638416773147
"FED",1997,1035654,"Taxes on Service and Goods",7.51563746193227
"FED",1998,1120417,"Taxes on Service and Goods",7.20249692748325
"FED",1999,1203307,"Taxes on Service and Goods",6.93355893383816
"FED",2000,1316632,"Taxes on Service and Goods",6.62683270648139
"FED",2001,1254773,"Taxes on Service and Goods",6.79668752834178
"FED",2002,1078486,"Taxes on Service and Goods",8.05054493057861
"FED",2003,1075839,"Taxes on Service and Goods",8.38480478956424
"FED",2004,1165211,"Taxes on Service and Goods",8.17560081392984
"FED",2005,1392812,"Taxes on Service and Goods",7.13743132597939
"FED",2006,1562608,"Taxes on Service and Goods",6.35136899337518
"FED",2007,1634127,"Taxes on Service and Goods",5.79055361058229
"FED",2008,1517778,"Taxes on Service and Goods",6.19240758529904
"FED",2009,1144276,"Taxes on Service and Goods",7.98609775963142
"FED",2010,1288676,"Taxes on Service and Goods",7.50995595479391
"FED",2011,1488047,"Taxes on Service and Goods",7.2997022271474
"FED",2012,1587024,"Taxes on Service and Goods",7.25660103438889
"FED",2013,1765757,"Taxes on Service and Goods",7.10613068502631
"FED",2014,1918871,"Taxes on Service and Goods",7.10469854409181
"FED",2015,2041407,"Taxes on Service and Goods",6.87618882466848
"FED",2016,2054530,"Taxes on Service and Goods",6.69992650387193
"FED",2017,2328070,"Taxes on Service and Goods",5.64690924241969
"FED",2018,1980351,"Taxes on Service and Goods",8.09240382134278
"LOCAL",1973,52858,"Taxes on Service and Goods",12.2630443830641
"LOCAL",1974,0,"Taxes on Service and Goods",NA
"LOCAL",1975,61064,"Taxes on Service and Goods",13.7380453294904
"LOCAL",1976,0,"Taxes on Service and Goods",NA
"LOCAL",1977,74832,"Taxes on Service and Goods",14.4390100491768
"LOCAL",1978,0,"Taxes on Service and Goods",NA
"LOCAL",1979,80650,"Taxes on Service and Goods",17.2200867947923
"LOCAL",1980,86436,"Taxes on Service and Goods",18.324540700634
"LOCAL",1981,94829,"Taxes on Service and Goods",18.2201647175442
"LOCAL",1982,103703,"Taxes on Service and Goods",18.1219443989084
"LOCAL",1983,113202,"Taxes on Service and Goods",18.3592162682638
"LOCAL",1984,123451,"Taxes on Service and Goods",19.149298102081
"LOCAL",1985,134523,"Taxes on Service and Goods",19.905146331854
"LOCAL",1986,145055,"Taxes on Service and Goods",20.1040984454173
"LOCAL",1987,158275,"Taxes on Service and Goods",20.1560574948665
"LOCAL",1988,171659,"Taxes on Service and Goods",19.8649648430901
"LOCAL",1989,184534,"Taxes on Service and Goods",19.665210747071
"LOCAL",1990,213582,"Taxes on Service and Goods",20.1613431843507
"LOCAL",1991,230155,"Taxes on Service and Goods",19.4664465251678
"LOCAL",1992,241021,"Taxes on Service and Goods",19.5265142871368
"LOCAL",1993,247706,"Taxes on Service and Goods",20.4867867552663
"LOCAL",1994,263799,"Taxes on Service and Goods",20.8143321240793
"LOCAL",1995,270694,"Taxes on Service and Goods",21.244283212779
"LOCAL",1996,283751,"Taxes on Service and Goods",21.3782506493369
"LOCAL",1997,300807,"Taxes on Service and Goods",21.6012260352984
"LOCAL",1998,314248,"Taxes on Service and Goods",22.2155749599043
"LOCAL",1999,332575,"Taxes on Service and Goods",22.8053822446065
"LOCAL",2000,353181,"Taxes on Service and Goods",23.2209546946183
"LOCAL",2001,367567,"Taxes on Service and Goods",22.8984103578395
"LOCAL",2002,392425,"Taxes on Service and Goods",21.899471236542
"LOCAL",2003,417280,"Taxes on Service and Goods",21.0194593558282
"LOCAL",2004,454110,"Taxes on Service and Goods",21.6403514566955
"LOCAL",2005,496312,"Taxes on Service and Goods",21.9007398571866
"LOCAL",2006,530643,"Taxes on Service and Goods",22.0149893619628
"LOCAL",2007,564556,"Taxes on Service and Goods",21.4145275225133
"LOCAL",2008,570910,"Taxes on Service and Goods",20.9290431066193
"LOCAL",2009,583896,"Taxes on Service and Goods",19.9405373559675
"LOCAL",2010,587198,"Taxes on Service and Goods",20.3340270232528
"LOCAL",2011,595836,"Taxes on Service and Goods",20.9779200988191
"LOCAL",2012,609898,"Taxes on Service and Goods",21.3816080721694
"LOCAL",2013,628154,"Taxes on Service and Goods",21.6144448654311
"LOCAL",2014,656778,"Taxes on Service and Goods",21.8650746523178
"LOCAL",2015,677011,"Taxes on Service and Goods",22.1569516595742
"LOCAL",2016,705704,"Taxes on Service and Goods",22.2176719984583
"LOCAL",2017,739934,"Taxes on Service and Goods",22.2246849043293
"LOCAL",2018,770880,"Taxes on Service and Goods",22.3426473640515
"NES",1965,167022,"Taxes on Service and Goods",22.7616721150507
"NES",1966,186065,"Taxes on Service and Goods",21.1614220836804
"NES",1967,208577,"Taxes on Service and Goods",20.0271362614286
"NES",1968,218623,"Taxes on Service and Goods",20.6602233067884
"NES",1969,261468,"Taxes on Service and Goods",19.2539813667447
"NES",1970,276727,"Taxes on Service and Goods",19.9521550119793
"NES",1971,278738,"Taxes on Service and Goods",21.4681887650769
"NES",1972,313091,"Taxes on Service and Goods",20.5240648884829
"NES",1973,348794,"Taxes on Service and Goods",20.1161717231374
"NES",1974,389542,"Taxes on Service and Goods",19.5249806182645
"NES",1975,415386,"Taxes on Service and Goods",19.5466385482419
"NES",1976,450017,"Taxes on Service and Goods",19.851472277714
"NES",1977,525970,"Taxes on Service and Goods",18.2177690742818
"NES",1978,588261,"Taxes on Service and Goods",18.0630706438129
"NES",1979,662519,"Taxes on Service and Goods",17.4315000777336
"NES",1980,730672,"Taxes on Service and Goods",17.6336304114569
"NES",1981,832930,"Taxes on Service and Goods",18.6507869808988
"NES",1982,871205,"Taxes on Service and Goods",18.4962207517174
"NES",1983,872628,"Taxes on Service and Goods",19.1523764994935
"NES",1984,973472,"Taxes on Service and Goods",19.2918748561849
"NES",1985,1069914,"Taxes on Service and Goods",18.8150636406291
"NES",1986,1127958,"Taxes on Service and Goods",18.5403179905635
"NES",1987,1247323,"Taxes on Service and Goods",17.6037000841001
"NES",1988,1334154,"Taxes on Service and Goods",17.8150348460523
"NES",1989,1447778,"Taxes on Service and Goods",17.064701908718
"NES",1990,1552412,"Taxes on Service and Goods",17.4760952633708
"NES",1991,1592210,"Taxes on Service and Goods",18.1851640173093
"NES",1992,1678735,"Taxes on Service and Goods",18.3413701388248
"NES",1993,1779818,"Taxes on Service and Goods",18.2386626048281
"NES",1994,1915492,"Taxes on Service and Goods",18.5396754463083
"NES",1995,2028326,"Taxes on Service and Goods",17.9997199661198
"NES",1996,2183329,"Taxes on Service and Goods",17.2817747577209
"NES",1997,2357489,"Taxes on Service and Goods",16.8785092952714
"NES",1998,2525495,"Taxes on Service and Goods",16.543133128357
"NES",1999,2690195,"Taxes on Service and Goods",16.364055393754
"NES",2000,2900519,"Taxes on Service and Goods",15.9972404938564
"NES",2001,2884729,"Taxes on Service and Goods",16.2701245073627
"NES",2002,2733431,"Taxes on Service and Goods",17.5234714174237
"NES",2003,2805007,"Taxes on Service and Goods",17.8783867562541
"NES",2004,3025256,"Taxes on Service and Goods",17.9320031098195
"NES",2005,3402866,"Taxes on Service and Goods",17.217898089434
"NES",2006,3699160,"Taxes on Service and Goods",16.7216881670433
"NES",2007,3868611,"Taxes on Service and Goods",16.3550173434341
"NES",2008,3787414,"Taxes on Service and Goods",16.8629571522944
"NES",2009,3317017,"Taxes on Service and Goods",18.0668654999356
"NES",2010,3517143,"Taxes on Service and Goods",18.0637523126015
"NES",2011,3706689,"Taxes on Service and Goods",18.2299351253909
"NES",2012,3887232,"Taxes on Service and Goods",18.0841791794264
"NES",2013,4291752,"Taxes on Service and Goods",17.2529074373356
"NES",2014,4544361,"Taxes on Service and Goods",17.0487996002078
"NES",2015,4765481,"Taxes on Service and Goods",16.5785573376538
"NES",2016,4841949,"Taxes on Service and Goods",16.554862515074
"NES",2017,5227338,"Taxes on Service and Goods",15.6872197665427
"NES",2018,5007164,"Taxes on Service and Goods",17.5844649785787
"SOCSEC",1973,63404,"Taxes on Service and Goods",0
"SOCSEC",1974,75476,"Taxes on Service and Goods",0
"SOCSEC",1975,85039,"Taxes on Service and Goods",0
"SOCSEC",1976,91386,"Taxes on Service and Goods",0
"SOCSEC",1977,107735,"Taxes on Service and Goods",0
"SOCSEC",1978,122748,"Taxes on Service and Goods",0
"SOCSEC",1979,141162,"Taxes on Service and Goods",0
"SOCSEC",1980,159763,"Taxes on Service and Goods",0
"SOCSEC",1981,185373,"Taxes on Service and Goods",0
"SOCSEC",1982,203846,"Taxes on Service and Goods",0
"SOCSEC",1983,211491,"Taxes on Service and Goods",0
"SOCSEC",1984,242555,"Taxes on Service and Goods",0
"SOCSEC",1985,269144,"Taxes on Service and Goods",0
"SOCSEC",1986,289039,"Taxes on Service and Goods",0
"SOCSEC",1987,310185,"Taxes on Service and Goods",0
"SOCSEC",1988,343186,"Taxes on Service and Goods",0
"SOCSEC",1989,370413,"Taxes on Service and Goods",0
"SOCSEC",1990,396972,"Taxes on Service and Goods",0
"SOCSEC",1991,415220,"Taxes on Service and Goods",0
"SOCSEC",1992,437751,"Taxes on Service and Goods",0
"SOCSEC",1993,458174,"Taxes on Service and Goods",0
"SOCSEC",1994,487580,"Taxes on Service and Goods",0
"SOCSEC",1995,510476,"Taxes on Service and Goods",0
"SOCSEC",1996,533666,"Taxes on Service and Goods",0
"SOCSEC",1997,565504,"Taxes on Service and Goods",0
"SOCSEC",1998,602915,"Taxes on Service and Goods",0
"SOCSEC",1999,638518,"Taxes on Service and Goods",0
"SOCSEC",2000,683104,"Taxes on Service and Goods",0
"SOCSEC",2001,707932,"Taxes on Service and Goods",0
"SOCSEC",2002,723678,"Taxes on Service and Goods",0
"SOCSEC",2003,748486,"Taxes on Service and Goods",0
"SOCSEC",2004,794037,"Taxes on Service and Goods",0
"SOCSEC",2005,831410,"Taxes on Service and Goods",0
"SOCSEC",2006,873157,"Taxes on Service and Goods",0
"SOCSEC",2007,907357,"Taxes on Service and Goods",0
"SOCSEC",2008,930149,"Taxes on Service and Goods",0
"SOCSEC",2009,902378,"Taxes on Service and Goods",0
"SOCSEC",2010,917409,"Taxes on Service and Goods",0
"SOCSEC",2011,847151,"Taxes on Service and Goods",0
"SOCSEC",2012,880301,"Taxes on Service and Goods",0
"SOCSEC",2013,1030098,"Taxes on Service and Goods",0
"SOCSEC",2014,1077038,"Taxes on Service and Goods",0
"SOCSEC",2015,1126110,"Taxes on Service and Goods",0
"SOCSEC",2016,1153644,"Taxes on Service and Goods",0
"SOCSEC",2017,1204452,"Taxes on Service and Goods",0
"SOCSEC",2018,1256673,"Taxes on Service and Goods",0
"STATE",1973,68686,"Taxes on Service and Goods",64.4934921235769
"STATE",1974,131164,"Taxes on Service and Goods",42.6145893690342
"STATE",1975,80825,"Taxes on Service and Goods",64.3761212496134
"STATE",1976,157274,"Taxes on Service and Goods",42.1353815633862
"STATE",1977,101517,"Taxes on Service and Goods",61.2252135110376
"STATE",1978,194077,"Taxes on Service and Goods",41.814331425156
"STATE",1979,125342,"Taxes on Service and Goods",60.0325509406265
"STATE",1980,137633,"Taxes on Service and Goods",59.075221785473
"STATE",1981,150239,"Taxes on Service and Goods",59.345442927602
"STATE",1982,163106,"Taxes on Service and Goods",59.6047968805562
"STATE",1983,171881,"Taxes on Service and Goods",59.5970467940028
"STATE",1984,197243,"Taxes on Service and Goods",58.5516342785295
"STATE",1985,215684,"Taxes on Service and Goods",58.6510821386844
"STATE",1986,228445,"Taxes on Service and Goods",58.5839042220228
"STATE",1987,247275,"Taxes on Service and Goods",56.7420887675665
"STATE",1988,264468,"Taxes on Service and Goods",57.4757626631577
"STATE",1989,284555,"Taxes on Service and Goods",56.4298641738855
"STATE",1990,309698,"Taxes on Service and Goods",57.2583613714005
"STATE",1991,318718,"Taxes on Service and Goods",57.4106263217013
"STATE",1992,343258,"Taxes on Service and Goods",57.5500061178472
"STATE",1993,361766,"Taxes on Service and Goods",57.3602826136232
"STATE",1994,385542,"Taxes on Service and Goods",57.3818157295444
"STATE",1995,406510,"Taxes on Service and Goods",57.0792846424442
"STATE",1996,431464,"Taxes on Service and Goods",56.5059889121688
"STATE",1997,455522,"Taxes on Service and Goods",56.0003688076536
"STATE",1998,487915,"Taxes on Service and Goods",54.7812631298484
"STATE",1999,515794,"Taxes on Service and Goods",54.4690322105337
"STATE",2000,547601,"Taxes on Service and Goods",53.8238608037604
"STATE",2001,554455,"Taxes on Service and Goods",54.0889702500654
"STATE",2002,538840,"Taxes on Service and Goods",56.8311558161978
"STATE",2003,563400,"Taxes on Service and Goods",57.4320198793042
"STATE",2004,611896,"Taxes on Service and Goods",57.0283185377907
"STATE",2005,682331,"Taxes on Service and Goods",55.3682889975686
"STATE",2006,732750,"Taxes on Service and Goods",54.9291026953258
"STATE",2007,762570,"Taxes on Service and Goods",54.7082890751013
"STATE",2008,768576,"Taxes on Service and Goods",55.322570572071
"STATE",2009,686466,"Taxes on Service and Goods",57.0259852636547
"STATE",2010,723859,"Taxes on Service and Goods",57.9045090273106
"STATE",2011,775654,"Taxes on Service and Goods",56.9982234346758
"STATE",2012,810008,"Taxes on Service and Goods",56.4689484548301
"STATE",2013,867741,"Taxes on Service and Goods",55.2239665983283
"STATE",2014,891672,"Taxes on Service and Goods",55.4939484474112
"STATE",2015,920951,"Taxes on Service and Goods",54.25587246227
"STATE",2016,928070,"Taxes on Service and Goods",54.6439384960186
"STATE",2017,954881,"Taxes on Service and Goods",54.8876771032202
"STATE",2018,999258,"Taxes on Service and Goods",54.8395909765046
"FED",1973,163846,"Other Taxes",0
"FED",1974,182902,"Other Taxes",0
"FED",1975,188458,"Other Taxes",0
"FED",1976,201357,"Other Taxes",0
"FED",1977,241886,"Other Taxes",0
"FED",1978,271436,"Other Taxes",0.00478934260746548
"FED",1979,315365,"Other Taxes",0.00443930049307945
"FED",1980,346840,"Other Taxes",0.00432476069657479
"FED",1981,402489,"Other Taxes",0.00347835593022418
"FED",1982,400550,"Other Taxes",0.00349519410810136
"FED",1983,376054,"Other Taxes",0.00345695033160131
"FED",1984,410223,"Other Taxes",0.00365654778010984
"FED",1985,450563,"Other Taxes",0.00355111271897604
"FED",1986,465419,"Other Taxes",0.00343776253225588
"FED",1987,531588,"Other Taxes",0.00300984973325207
"FED",1988,554841,"Other Taxes",0.00306394084070932
"FED",1989,608276,"Other Taxes",0.00263038489106919
"FED",1990,632160,"Other Taxes",0
"FED",1991,628116,"Other Taxes",0
"FED",1992,656705,"Other Taxes",0
"FED",1993,712171,"Other Taxes",0
"FED",1994,778571,"Other Taxes",0
"FED",1995,840645,"Other Taxes",0
"FED",1996,934446,"Other Taxes",0
"FED",1997,1035654,"Other Taxes",0
"FED",1998,1120417,"Other Taxes",0
"FED",1999,1203307,"Other Taxes",0
"FED",2000,1316632,"Other Taxes",0
"FED",2001,1254773,"Other Taxes",0
"FED",2002,1078486,"Other Taxes",0
"FED",2003,1075839,"Other Taxes",0
"FED",2004,1165211,"Other Taxes",0
"FED",2005,1392812,"Other Taxes",0
"FED",2006,1562608,"Other Taxes",0
"FED",2007,1634127,"Other Taxes",0
"FED",2008,1517778,"Other Taxes",0
"FED",2009,1144276,"Other Taxes",0
"FED",2010,1288676,"Other Taxes",0
"FED",2011,1488047,"Other Taxes",0
"FED",2012,1587024,"Other Taxes",0
"FED",2013,1765757,"Other Taxes",0
"FED",2014,1918871,"Other Taxes",0
"FED",2015,2041407,"Other Taxes",0
"FED",2016,2054530,"Other Taxes",0
"FED",2017,2328070,"Other Taxes",0
"FED",2018,1980351,"Other Taxes",0
"LOCAL",1973,52858,"Other Taxes",0
"LOCAL",1974,0,"Other Taxes",NA
"LOCAL",1975,61064,"Other Taxes",0
"LOCAL",1976,0,"Other Taxes",NA
"LOCAL",1977,74832,"Other Taxes",0
"LOCAL",1978,0,"Other Taxes",NA
"LOCAL",1979,80650,"Other Taxes",0
"LOCAL",1980,86436,"Other Taxes",0
"LOCAL",1981,94829,"Other Taxes",0
"LOCAL",1982,103703,"Other Taxes",0
"LOCAL",1983,113202,"Other Taxes",0
"LOCAL",1984,123451,"Other Taxes",0
"LOCAL",1985,134523,"Other Taxes",0
"LOCAL",1986,145055,"Other Taxes",0
"LOCAL",1987,158275,"Other Taxes",0
"LOCAL",1988,171659,"Other Taxes",0
"LOCAL",1989,184534,"Other Taxes",0
"LOCAL",1990,213582,"Other Taxes",0
"LOCAL",1991,230155,"Other Taxes",0
"LOCAL",1992,241021,"Other Taxes",0
"LOCAL",1993,247706,"Other Taxes",0
"LOCAL",1994,263799,"Other Taxes",0
"LOCAL",1995,270694,"Other Taxes",0
"LOCAL",1996,283751,"Other Taxes",0
"LOCAL",1997,300807,"Other Taxes",0
"LOCAL",1998,314248,"Other Taxes",0
"LOCAL",1999,332575,"Other Taxes",0
"LOCAL",2000,353181,"Other Taxes",0
"LOCAL",2001,367567,"Other Taxes",0
"LOCAL",2002,392425,"Other Taxes",0
"LOCAL",2003,417280,"Other Taxes",0
"LOCAL",2004,454110,"Other Taxes",0
"LOCAL",2005,496312,"Other Taxes",0
"LOCAL",2006,530643,"Other Taxes",0
"LOCAL",2007,564556,"Other Taxes",0
"LOCAL",2008,570910,"Other Taxes",0
"LOCAL",2009,583896,"Other Taxes",0
"LOCAL",2010,587198,"Other Taxes",0
"LOCAL",2011,595836,"Other Taxes",0
"LOCAL",2012,609898,"Other Taxes",0
"LOCAL",2013,628154,"Other Taxes",0
"LOCAL",2014,656778,"Other Taxes",0
"LOCAL",2015,677011,"Other Taxes",0
"LOCAL",2016,705704,"Other Taxes",0
"LOCAL",2017,739934,"Other Taxes",0
"LOCAL",2018,770880,"Other Taxes",0
"NES",1965,167022,"Other Taxes",0
"NES",1966,186065,"Other Taxes",0
"NES",1967,208577,"Other Taxes",0
"NES",1968,218623,"Other Taxes",0
"NES",1969,261468,"Other Taxes",0
"NES",1970,276727,"Other Taxes",0
"NES",1971,278738,"Other Taxes",0
"NES",1972,313091,"Other Taxes",0
"NES",1973,348794,"Other Taxes",0
"NES",1974,389542,"Other Taxes",0
"NES",1975,415386,"Other Taxes",0
"NES",1976,450017,"Other Taxes",0
"NES",1977,525970,"Other Taxes",0
"NES",1978,588261,"Other Taxes",0.00220990342722023
"NES",1979,662519,"Other Taxes",0.00211314694371029
"NES",1980,730672,"Other Taxes",0.00205290472332319
"NES",1981,832930,"Other Taxes",0.00168081351374065
"NES",1982,871205,"Other Taxes",0.00160696965696937
"NES",1983,872628,"Other Taxes",0.0014897527927135
"NES",1984,973472,"Other Taxes",0.00154087636829821
"NES",1985,1069914,"Other Taxes",0.00149544729763327
"NES",1986,1127958,"Other Taxes",0.00141849253252337
"NES",1987,1247323,"Other Taxes",0.0012827471312563
"NES",1988,1334154,"Other Taxes",0.0012742157202242
"NES",1989,1447778,"Other Taxes",0.00110514181041569
"NES",1990,1552412,"Other Taxes",0
"NES",1991,1592210,"Other Taxes",0
"NES",1992,1678735,"Other Taxes",0
"NES",1993,1779818,"Other Taxes",0
"NES",1994,1915492,"Other Taxes",0
"NES",1995,2028326,"Other Taxes",0
"NES",1996,2183329,"Other Taxes",0
"NES",1997,2357489,"Other Taxes",0
"NES",1998,2525495,"Other Taxes",0
"NES",1999,2690195,"Other Taxes",0
"NES",2000,2900519,"Other Taxes",0
"NES",2001,2884729,"Other Taxes",0
"NES",2002,2733431,"Other Taxes",0
"NES",2003,2805007,"Other Taxes",0
"NES",2004,3025256,"Other Taxes",0
"NES",2005,3402866,"Other Taxes",0
"NES",2006,3699160,"Other Taxes",0
"NES",2007,3868611,"Other Taxes",0
"NES",2008,3787414,"Other Taxes",0
"NES",2009,3317017,"Other Taxes",0
"NES",2010,3517143,"Other Taxes",0
"NES",2011,3706689,"Other Taxes",0
"NES",2012,3887232,"Other Taxes",0
"NES",2013,4291752,"Other Taxes",0
"NES",2014,4544361,"Other Taxes",0
"NES",2015,4765481,"Other Taxes",0
"NES",2016,4841949,"Other Taxes",0
"NES",2017,5227338,"Other Taxes",0
"NES",2018,5007164,"Other Taxes",0
"SOCSEC",1973,63404,"Other Taxes",0
"SOCSEC",1974,75476,"Other Taxes",0
"SOCSEC",1975,85039,"Other Taxes",0
"SOCSEC",1976,91386,"Other Taxes",0
"SOCSEC",1977,107735,"Other Taxes",0
"SOCSEC",1978,122748,"Other Taxes",0
"SOCSEC",1979,141162,"Other Taxes",0
"SOCSEC",1980,159763,"Other Taxes",0
"SOCSEC",1981,185373,"Other Taxes",0
"SOCSEC",1982,203846,"Other Taxes",0
"SOCSEC",1983,211491,"Other Taxes",0
"SOCSEC",1984,242555,"Other Taxes",0
"SOCSEC",1985,269144,"Other Taxes",0
"SOCSEC",1986,289039,"Other Taxes",0
"SOCSEC",1987,310185,"Other Taxes",0
"SOCSEC",1988,343186,"Other Taxes",0
"SOCSEC",1989,370413,"Other Taxes",0
"SOCSEC",1990,396972,"Other Taxes",0
"SOCSEC",1991,415220,"Other Taxes",0
"SOCSEC",1992,437751,"Other Taxes",0
"SOCSEC",1993,458174,"Other Taxes",0
"SOCSEC",1994,487580,"Other Taxes",0
"SOCSEC",1995,510476,"Other Taxes",0
"SOCSEC",1996,533666,"Other Taxes",0
"SOCSEC",1997,565504,"Other Taxes",0
"SOCSEC",1998,602915,"Other Taxes",0
"SOCSEC",1999,638518,"Other Taxes",0
"SOCSEC",2000,683104,"Other Taxes",0
"SOCSEC",2001,707932,"Other Taxes",0
"SOCSEC",2002,723678,"Other Taxes",0
"SOCSEC",2003,748486,"Other Taxes",0
"SOCSEC",2004,794037,"Other Taxes",0
"SOCSEC",2005,831410,"Other Taxes",0
"SOCSEC",2006,873157,"Other Taxes",0
"SOCSEC",2007,907357,"Other Taxes",0
"SOCSEC",2008,930149,"Other Taxes",0
"SOCSEC",2009,902378,"Other Taxes",0
"SOCSEC",2010,917409,"Other Taxes",0
"SOCSEC",2011,847151,"Other Taxes",0
"SOCSEC",2012,880301,"Other Taxes",0
"SOCSEC",2013,1030098,"Other Taxes",0
"SOCSEC",2014,1077038,"Other Taxes",0
"SOCSEC",2015,1126110,"Other Taxes",0
"SOCSEC",2016,1153644,"Other Taxes",0
"SOCSEC",2017,1204452,"Other Taxes",0
"SOCSEC",2018,1256673,"Other Taxes",NA
"STATE",1973,68686,"Other Taxes",0
"STATE",1974,131164,"Other Taxes",0
"STATE",1975,80825,"Other Taxes",0
"STATE",1976,157274,"Other Taxes",0
"STATE",1977,101517,"Other Taxes",0
"STATE",1978,194077,"Other Taxes",0
"STATE",1979,125342,"Other Taxes",0
"STATE",1980,137633,"Other Taxes",0
"STATE",1981,150239,"Other Taxes",0
"STATE",1982,163106,"Other Taxes",0
"STATE",1983,171881,"Other Taxes",0
"STATE",1984,197243,"Other Taxes",0
"STATE",1985,215684,"Other Taxes",0
"STATE",1986,228445,"Other Taxes",0
"STATE",1987,247275,"Other Taxes",0
"STATE",1988,264468,"Other Taxes",0
"STATE",1989,284555,"Other Taxes",0
"STATE",1990,309698,"Other Taxes",0
"STATE",1991,318718,"Other Taxes",0
"STATE",1992,343258,"Other Taxes",0
"STATE",1993,361766,"Other Taxes",0
"STATE",1994,385542,"Other Taxes",0
"STATE",1995,406510,"Other Taxes",0
"STATE",1996,431464,"Other Taxes",0
"STATE",1997,455522,"Other Taxes",0
"STATE",1998,487915,"Other Taxes",0
"STATE",1999,515794,"Other Taxes",0
"STATE",2000,547601,"Other Taxes",0
"STATE",2001,554455,"Other Taxes",0
"STATE",2002,538840,"Other Taxes",0
"STATE",2003,563400,"Other Taxes",0
"STATE",2004,611896,"Other Taxes",0
"STATE",2005,682331,"Other Taxes",0
"STATE",2006,732750,"Other Taxes",0
"STATE",2007,762570,"Other Taxes",0
"STATE",2008,768576,"Other Taxes",0
"STATE",2009,686466,"Other Taxes",0
"STATE",2010,723859,"Other Taxes",0
"STATE",2011,775654,"Other Taxes",0
"STATE",2012,810008,"Other Taxes",0
"STATE",2013,867741,"Other Taxes",0
"STATE",2014,891672,"Other Taxes",0
"STATE",2015,920951,"Other Taxes",0
"STATE",2016,928070,"Other Taxes",0
"STATE",2017,954881,"Other Taxes",0
"STATE",2018,999258,"Other Taxes",NA
